month,retail_format,nominal_sales_million_ars,constant_sales_million_ars,real_sales_index_original,real_sales_index_sa,real_sales_index_trend,nominal_sales_yoy_pct,real_sales_yoy_pct,real_sales_sa_mom_pct,is_partial_year
2026-05-01,supermarkets,2502789.683285178,22140.23403795204,80.51670061577974,83.222169255279,82.7172438590081,25.931320773734036,-0.6756833363382841,0.9281782728770116,True
2017-01-01,wholesale,4094.5146717288,4030.013224233547,92.68437860419982,98.9210204795037,98.3698343116563,,,,False
2017-02-01,wholesale,3841.888960764,3713.271195681586,85.39977767097199,93.4306807092058,98.4562983736086,,,-5.550225567512701,False
2017-03-01,wholesale,4659.613353099,4406.127213656864,101.33444733956398,98.2105343021158,98.5806393860479,,,5.115935746831224,False
2017-04-01,wholesale,4522.856257833002,4194.682270751378,96.47152455202831,97.477746389692,98.743371793517,,,-0.7461398287169407,False
2017-05-01,wholesale,4669.853444764,4273.719454118147,98.28926355668588,100.244622029601,98.9498607086899,,,2.8384690274308566,False
2017-06-01,wholesale,4800.305722021,4331.267373892729,99.61278109558572,99.5585333154421,99.2317379992631,,,-0.6844144855534529,False
2017-07-01,wholesale,5142.464981493001,4563.950624382367,104.96415372968896,103.696383458962,99.6231419353009,,,4.15619837468828,False
2017-08-01,wholesale,5080.855745658,4449.684481707583,102.3362004600504,101.937015493901,100.1220210565,,,-1.6966531583594513,False
2017-09-01,wholesale,5089.949300019999,4398.986517045603,101.1702218168694,110.699996107905,100.67880065458,,,8.596465740679138,False
2017-10-01,wholesale,4919.1451864400005,4201.123553916334,96.61966459384443,98.2834163878529,101.240304667901,,,-11.216422905696422,False
2017-11-01,wholesale,5305.996023533102,4472.685859801989,102.86519833601288,102.205417951912,101.711577340752,,,3.9905018651181345,False
2017-12-01,wholesale,6175.5418681227,5141.736888128993,118.2523882444983,96.6645877170007,102.009279520823,,,-5.421268603899532,False
2018-01-01,wholesale,5019.9119275047,4129.853677324143,94.9805622242979,101.919106176506,102.093171313174,22.60090218177617,2.4774224682497126,5.4358256561220175,False
2018-02-01,wholesale,4902.537615389499,3960.043700585858,91.07518244039534,99.5927202186813,101.941491090066,27.60747813009612,6.645690333398213,-2.282580808544199,False
2018-03-01,wholesale,5867.5657126900005,4626.948037177109,106.41300159535902,102.540254071505,101.551592296288,25.92387539596219,5.011676077708493,2.9595876549527445,False
2018-04-01,wholesale,5545.5208673159,4272.039996220851,98.25063849444868,100.473030508791,100.898494041485,22.611034956323795,1.8441855777461713,-2.0160117423470125,False
2018-05-01,wholesale,5887.472189364002,4375.986575547154,100.6412569805016,101.211298131754,99.9288267548395,26.074024784765726,2.392930151988848,0.7347918334148495,False
2018-06-01,wholesale,6197.442858681575,4373.019834746316,100.57302630424678,100.809903211356,98.6077211903656,29.10516991139387,0.9639779133760351,-0.39659102077268527,False
2018-07-01,wholesale,6667.170489939,4526.763443661986,104.10890325150568,103.631165247049,96.9332021185075,29.649312419884176,-0.814802432824624,2.7985961158776274,False
2018-08-01,wholesale,6587.856253858876,4331.598474874302,99.62039593132567,99.9328525475263,94.9643428324162,29.66036793090867,-2.6538062938783025,-3.568726348590412,False
2018-09-01,wholesale,6228.742403882891,3731.3015804116462,85.81445000868327,92.8814826558782,92.8425702009319,22.373368313480402,-15.178153741702749,-7.056107888338914,False
2018-10-01,wholesale,6825.887000505431,3848.5203924548496,88.51031033232105,90.3639223486595,90.7799390531688,38.76164946953609,-8.39306811466619,-2.710508311485671,False
2018-11-01,wholesale,7040.86690758322,3818.310127617173,87.8155186608915,87.4594200063256,88.9942828932479,32.69642261991219,-14.630487199335441,-3.2142278321288353,False
2018-12-01,wholesale,8526.440369829912,4511.833529717119,103.76553718305878,84.7863439746388,87.6533167308909,38.06789026631374,-12.25078941449077,-3.05636148912658,False
2019-01-01,wholesale,6886.63159786028,3502.533245511989,80.5531146768309,85.0993692160407,86.8133300268085,37.18630321236511,-15.189894868590459,0.3691929935032201,False
2019-02-01,wholesale,7043.166156555856,3467.046258270941,79.73696614878303,87.1380052155771,86.4403091680667,43.66368417953053,-12.449292977296722,2.3955947245166254,False
2019-03-01,wholesale,8185.419334944163,3888.303692648529,89.42526774117093,86.4405962382286,86.4329881637271,39.502814893768544,-15.96396455273843,-0.8003499456099905,False
2019-04-01,wholesale,8112.0115658113955,3717.454535934446,85.49598834578931,88.0092477626284,86.6932011646566,46.2804263098501,-12.981747848264646,1.8147162243960402,False
2019-05-01,wholesale,8588.679594046951,3783.959359175782,87.02550149458989,87.9960847989986,87.157958194871,45.88059727165776,-13.528999830109079,-0.014956341480509838,False
2019-06-01,wholesale,8860.50046224478,3783.5903656056175,87.01701518502793,86.4069350857446,87.7693439968831,42.97026474125065,-13.478774197576705,-1.8059322944696254,False
2019-07-01,wholesale,9146.815244821786,3825.6584179524666,87.9845185340022,88.3242745489687,88.4966687020582,37.1918606045047,-15.48799786945242,2.218964787168365,False
2019-08-01,wholesale,9759.826281650145,3897.812911313546,89.64396578853186,89.6171317158355,89.3100771823458,48.14874377280574,-10.014445384930182,1.463761999143287,False
2019-09-01,wholesale,9696.83909682787,3613.108510864461,83.09618319495902,91.016062982095,90.1495373247357,55.67892309662745,-3.1676096664946196,1.5610087485229185,False
2019-10-01,wholesale,11004.84125588146,3984.266259341709,91.63226567600104,91.8215630895615,90.9159566623022,61.22214233939989,3.52722223202957,0.8850087348042823,False
2019-11-01,wholesale,11382.609489528391,3974.8435196452974,91.4155565177632,91.1576144131375,91.5270614396167,61.664886425689815,4.099546312279512,-0.7230857917071121,False
2019-12-01,wholesale,14196.566067571455,4845.189647156607,111.43223773207838,91.3017884702238,91.9193689072135,66.5005025755508,7.3884844208865985,0.1581590940202604,False
2020-01-01,wholesale,11451.841214799188,3734.8378886253367,85.89577989796697,90.9463803091872,92.0901459214719,66.2908934806001,6.632475035348029,-0.38926746889794694,False
2020-02-01,wholesale,12120.3994361,3862.601993382899,88.83416644870309,93.3323041561997,92.1081690776568,72.08737046219191,11.409012330548652,2.623440140114597,False
